,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
544,002492,恒基达鑫,0.16,-2.37,,5.47,,6496.12,46.41,10派0.5,03-31
545,000785,武汉中商,1.42,14100.0,,37.49,,35753.53,17416.64,10派2,03-31
546,002030,达安基因,0.12,-20.0,,5.29,,8644.78,-18.97,10派0.25送1,03-31
547,600106,重庆路桥,0.28,-15.15,,7.96,,28026.36,-5.08,10派0.85送1,03-31
548,600833,第一医药,0.19,-9.52,,6.06,,4347.68,-5.56,10派0.6,03-31
549,002109,兴化股份,0.29,635.25,,6.39,,20641.3,635.03,10转5,03-31
550,600861,北京城乡,0.27,-4.5,,3.56,,8473.24,-4.5,10派0.85,03-31
551,002184,海得控制,0.06,2.76,,1.31,,1452.89,8.21,10派1,03-31
552,300273,和佳股份,0.12,9.09,,3.92,,9271.05,3.9,,03-31
553,600647,同达创业,0.08,-86.17,,3.11,,1113.87,-86.18,10派0.5,03-31
554,600682,南京新百,0.68,41.67,,10.41,,73623.22,84.12,10派0.9,03-31
555,600689,上海三毛,0.1,-78.26,2.28,4.69,,2070.27,-77.62,10派0.15,03-31
556,600061,国投资本,0.68,-1.45,,9.13,,258969.17,1.09,10派0.62,03-31
557,002289,宇顺电子,-0.45,-384.61,,-23.83,,-12745.41,-526.91,,03-31
558,300215,电科院,0.17,70.0,,6.49,,12580.87,78.02,,03-31
559,600439,瑞贝卡,0.19,4.45,,8.92,,21511.74,25.35,10派0.5,03-31
560,002430,杭氧股份,0.41,-220.59,,9.13,,36070.4,-227.63,10派0.75,03-31
561,603006,联明股份,0.6,-11.76,,12.96,,11362.72,-12.0,,03-31
562,002612,朗姿股份,0.47,14.37,,7.37,,18757.13,14.36,,03-31
563,600616,金枫酒业,0.11,-15.38,,2.74,,5518.46,-18.0,10派0.5,03-31
564,002770,科迪乳业,0.12,-25.0,,7.85,,12668.93,41.56,,03-30
565,603556,海兴电力,1.5,-17.13,,12.64,,56285.2,7.98,,03-30
566,600750,江中药业,1.39,9.45,,15.11,,41779.66,10.01,10派4.5转4,03-30
567,002053,云南能投,0.29,-39.98,,7.04,,16212.8,-39.98,10派1,03-30
568,603883,老百姓,1.38,24.32,,18.1,,37080.02,24.89,10派10,03-30
569,002208,合肥城建,0.41,20.59,,7.87,,13276.56,22.07,10派1,03-30
570,002248,*ST东数,0.12,-115.94,,5.62,,3713.73,-115.94,,03-30
571,601038,一拖股份,0.06,-74.52,,1.17,,5651.42,-74.7,,03-30
572,002302,西部建设,0.1,-67.74,,2.46,,10574.12,-66.57,10派0.7,03-30
573,601186,中国铁建,1.16,12.62,,12.16,,1605723.5,14.7,10派1.8,03-30
574,600416,湘电股份,0.1,-41.18,,1.36,,9119.73,-34.29,10派0.3,03-30
575,601618,中国中冶,0.26,4.0,,8.44,,606148.8,12.75,10派0.68,03-30
576,002409,雅克科技,0.1,-50.64,,2.25,,3452.8,-49.1,10派0.11,03-30
577,000686,东北证券,0.28,-51.72,,4.26,,66694.66,-49.28,10派1,03-30
578,002490,*ST墨龙,0.05,-106.49,,2.07,,3803.85,-106.21,,03-30
579,002533,金杯电工,0.23,-26.86,,5.52,,12421.0,-26.49,10派1,03-30
580,002672,东江环保,0.55,-11.29,,13.53,,47337.6,-11.32,10派1.61,03-30
581,000921,海信科龙,1.47,83.75,,35.12,,199753.01,83.64,10派4.4,03-30
582,600016,民生银行,1.35,3.05,10.12,14.03,-7.05,4981300.0,4.12,10派0.3送2转2,03-30
583,000963,华东医药,1.83,-39.0,,23.02,,177950.61,23.01,10派7.2转5,03-30
584,002786,银宝山新,0.17,-34.62,,6.01,,6454.91,-34.83,,03-30
585,600187,国中水务,0.01,0.0,,0.55,,1783.38,10.16,,03-30
586,601107,四川成渝,0.29,-15.16,,6.54,,88843.67,-15.16,10派1,03-30
587,600382,广东明珠,0.71,42.0,,6.73,,33211.23,87.42,10派0.35,03-30
588,601992,金隅集团,0.27,8.0,,6.26,,283666.49,5.58,10派0.48,03-30
589,600576,祥源文化,0.14,-17.65,,4.88,,9141.58,-15.95,,03-30
590,600022,山东钢铁,0.18,-346.91,,11.32,,192445.25,-420.8,,03-30
591,300658,延江股份,1.01,-15.13,,17.08,,9013.0,0.79,,03-30
592,600115,东方航空,0.44,34.45,,12.64,,635200.0,40.91,10派0.51,03-30
593,002888,惠威科技,0.47,-20.34,,10.28,,3361.17,-9.27,,03-30
594,600803,新奥股份,0.64,20.75,,12.86,,63104.0,21.66,10派1,03-30
595,002079,苏州固锝,0.14,-7.82,,7.02,,10469.7,-7.68,10派0.3,03-30
596,600235,民丰特纸,0.05,25.0,,1.51,,1920.77,53.04,10派0.1,03-30
597,600908,无锡银行,0.54,3.85,,11.04,3.37,99494.8,11.45,10派1.5,03-30
598,002238,天威视讯,0.38,-22.45,,8.68,,23557.5,-22.16,10派2.5,03-30
599,000157,中联重科,0.17,-241.67,,3.57,,133192.37,-242.65,10派2,03-30
600,002303,美盈森,0.23,46.43,,8.45,,34818.63,55.86,10派1.3,03-30
601,600340,华夏幸福,2.83,27.48,,31.4,,878080.6,35.26,10派9,03-30
602,601375,中原证券,0.11,-50.0,,4.24,,44198.26,-38.5,10派0.35,03-30
603,000585,*ST东电,-0.45,295.08,,,,-39705.76,299.08,,03-30
604,002457,青龙管业,0.06,0.0,,1.07,,1926.76,-9.15,10派1,03-30
605,300479,神思电子,0.11,-16.85,,4.22,,1714.38,-16.8,,03-30
606,300523,辰安科技,0.63,-45.52,,10.95,,9101.31,14.69,,03-30
607,600008,首创股份,0.13,0.24,,5.8,,61200.88,0.18,10派0.8,03-30
608,300682,朗新科技,0.37,8.82,,14.7,,13913.68,13.97,,03-30
609,600068,葛洲坝,0.89,30.03,,17.28,,468360.21,37.94,10派2.68,03-30
610,002815,崇达技术,1.08,7.34,,20.26,,44390.31,18.14,,03-30
611,600125,铁龙物流,0.25,36.76,,6.44,,33080.08,36.94,10派0.8,03-30
612,002917,金奥博,0.74,-25.25,,22.19,,6251.66,1.2,10派2,03-30
613,600889,南京化纤,-0.99,-429.0,,-22.95,,-30295.09,-433.53,,03-30
614,300115,长盈精密,0.63,-17.11,,13.69,,57096.55,-16.49,10派1,03-30
615,600320,振华重工,0.07,36.0,,1.99,,30019.54,41.32,10派0.5转2,03-30
616,601238,广汽集团,1.65,68.37,,21.49,,1078621.99,71.53,10派4.3转4,03-30
617,000521,美菱电器,0.03,-88.55,,0.64,,3247.32,-85.25,10派0.6,03-30
618,600426,华鲁恒升,0.75,7.41,,14.02,,122205.18,39.58,10派1.5,03-30
619,002423,中原特钢,-0.51,-5228.0,,-15.17,,-25792.04,-5062.01,,03-30
620,300403,地尔汉宇,0.48,-66.42,,11.24,,16074.1,-16.09,,03-30
621,000705,浙江震元,0.18,28.57,,4.59,,6108.25,34.91,,03-30
622,300445,康斯特,0.32,18.51,,12.11,,5301.37,20.27,10派0.8,03-30
623,603030,全筑股份,0.31,-49.35,,10.9,,16475.56,64.11,,03-30
624,603089,正裕工业,0.69,-37.27,,10.9,,7200.42,-18.36,,03-30
625,300692,中环环保,0.57,-1.72,,9.41,,5068.88,9.74,,03-30
626,601328,交通银行,0.91,2.25,8.23,11.4,,7022300.0,4.48,10派2.856,03-30
627,300327,中颖电子,0.64,12.59,,18.04,,13363.77,24.16,10派4.5转1,03-30
628,300455,康拓红外,0.18,-25.0,,10.64,,7175.65,6.33,,03-30
629,600658,电子城,0.64,0.0,,8.25,,50849.07,21.08,10派1.91送4,03-30
630,600769,祥龙电业,0.01,180.0,,11.05,,511.71,185.56,,03-30
631,600805,悦达投资,-0.33,-353.85,,-4.45,,-28124.58,-355.32,,03-30
632,603883,老百姓,1.38,24.32,,18.1,,37080.02,24.89,10派10,03-30
633,002208,合肥城建,0.41,20.59,,7.87,,13276.56,22.07,10派1,03-30
634,002248,*ST东数,0.12,-115.94,,5.62,,3713.73,-115.94,,03-30
635,601038,一拖股份,0.06,-74.52,,1.17,,5651.42,-74.7,,03-30
636,002302,西部建设,0.1,-67.74,,2.46,,10574.12,-66.57,10派0.7,03-30
637,601186,中国铁建,1.16,12.62,,12.16,,1605723.5,14.7,10派1.8,03-30
638,600416,湘电股份,0.1,-41.18,,1.36,,9119.73,-34.29,10派0.3,03-30
639,601618,中国中冶,0.26,4.0,,8.44,,606148.8,12.75,10派0.68,03-30
640,002409,雅克科技,0.1,-50.64,,2.25,,3452.8,-49.1,10派0.11,03-30
641,000686,东北证券,0.28,-51.72,,4.26,,66694.66,-49.28,10派1,03-30
642,002490,*ST墨龙,0.05,-106.49,,2.07,,3803.85,-106.21,,03-30
643,002533,金杯电工,0.23,-26.86,,5.52,,12421.0,-26.49,10派1,03-30
644,002672,东江环保,0.55,-11.29,,13.53,,47337.6,-11.32,10派1.61,03-30
645,002770,科迪乳业,0.12,-25.0,,7.85,,12668.93,41.56,,03-30
646,603556,海兴电力,1.5,-17.13,,12.64,,56285.2,7.98,,03-30
647,600750,江中药业,1.39,9.45,,15.11,,41779.66,10.01,10派4.5转4,03-30
648,002053,云南能投,0.29,-39.98,,7.04,,16212.8,-39.98,10派1,03-30
649,600187,国中水务,0.01,0.0,,0.55,,1783.38,10.16,,03-30
650,601107,四川成渝,0.29,-15.16,,6.54,,88843.67,-15.16,10派1,03-30
651,600382,广东明珠,0.71,42.0,,6.73,,33211.23,87.42,10派0.35,03-30
652,601992,金隅集团,0.27,8.0,,6.26,,283666.49,5.58,10派0.48,03-30
653,600576,祥源文化,0.14,-17.65,,4.88,,9141.58,-15.95,,03-30
654,000921,海信科龙,1.47,83.75,,35.12,,199753.01,83.64,10派4.4,03-30
655,600016,民生银行,1.35,3.05,10.12,14.03,-7.05,4981300.0,4.12,10派0.3送2转2,03-30
656,000963,华东医药,1.83,-39.0,,23.02,,177950.61,23.01,10派7.2转5,03-30
657,002786,银宝山新,0.17,-34.62,,6.01,,6454.91,-34.83,,03-30
658,600235,民丰特纸,0.05,25.0,,1.51,,1920.77,53.04,10派0.1,03-30
659,600908,无锡银行,0.54,3.85,,11.04,3.37,99494.8,11.45,10派1.5,03-30
660,300684,中石科技,1.26,123.08,,22.24,,8224.4,123.06,10派1.9,03-30
661,600101,明星电力,0.3,15.38,,4.84,,9810.36,17.43,10派0.5,03-30
662,600885,宏发股份,1.29,18.35,,17.91,,68499.17,17.74,10派4转4,03-30
663,600258,首旅酒店,0.77,7.48,,8.98,,63088.81,199.09,10派0.8转2,03-30
664,601225,陕西煤业,1.04,271.43,,26.59,,1044940.0,279.3,10派4.18,03-30
665,601390,中国中铁,0.67,29.4,,11.25,,1606683.3,28.44,10派1.13,03-30
666,601866,中远海发,0.13,297.14,,10.25,,146189.05,296.61,,03-30
667,601988,中国银行,0.56,3.7,4.74,12.24,,17240700.0,4.76,10派1.76,03-30
668,600571,信雅达,-0.48,-271.43,,-18.53,,-20886.72,-270.35,,03-30
669,603081,大丰实业,0.6,5.26,,18.09,,22910.85,14.13,10派1.2,03-30
670,000789,万年青,0.75,101.77,,15.61,,46262.82,101.8,10派3.5,03-30
671,600635,大众公用,0.16,-27.27,,6.56,,47413.34,-13.42,10派0.6,03-30
672,300562,乐心医疗,0.09,-94.92,,3.52,,1784.07,-77.84,,03-30
673,300619,金银河,0.66,-14.29,,12.88,,4746.46,10.08,,03-30
674,000928,中钢国际,0.33,-58.03,,9.37,,41775.89,-18.47,10派1.2,03-30
675,603607,京华激光,1.15,16.16,,21.22,,8263.34,23.14,,03-30
676,002076,雪莱特,0.08,-27.47,,5.39,,5587.02,37.94,,03-30
677,002925,盈趣科技,2.59,121.37,,80.97,,98386.25,120.86,10派8,03-30
678,300026,红日药业,0.15,-31.82,,7.38,,45072.97,-31.56,10派0.2,03-30
679,603993,洛阳钼业,0.14,133.33,,9.89,,272779.62,173.32,10派0.76,03-30
680,603002,宏昌电子,0.13,225.0,,7.39,,7844.94,194.05,10派0.64,03-30
681,600549,厦门钨业,0.57,320.68,,9.24,,61837.84,320.66,10派2转3,03-30
682,603098,森特股份,0.5,-18.03,,12.36,,20040.68,-3.13,,03-30
683,002700,新疆浩源,0.18,-5.26,,8.15,,7577.38,-5.35,10派0.3,03-30
684,000936,华西股份,0.22,-67.65,,4.17,,19539.96,-67.67,10派0.3,03-30
685,603528,多伦科技,0.16,-89.91,,7.48,,10193.06,-66.99,,03-30
686,600744,华银电力,-0.65,-690.91,,-32.47,,-115714.34,-715.42,,03-30
687,002896,中大力德,0.9,15.38,,16.21,,5984.24,27.99,,03-30
688,002166,莱茵生物,0.47,193.75,,21.71,,20593.97,195.62,10派0.5,03-30
689,000011,深物业A,1.05,75.56,,26.64,,62296.27,75.55,10派3,03-30
690,600272,开开实业,0.16,77.78,,7.69,,3873.05,81.9,10派0.5,03-30
691,601018,宁波港,0.2,17.65,2.76,7.51,0.22,267665.4,16.43,10派0.75,03-30
692,600403,大有能源,0.2,-124.39,,7.01,,48039.15,-124.48,10派0.61,03-30
693,601601,中国太保,1.62,21.8,15.17,10.89,9.5,1466200.0,21.61,10派8,03-30
694,600452,涪陵电力,1.42,35.24,,22.32,,22642.38,34.82,10派2送4,03-30
695,601800,中国交建,1.21,24.74,,12.95,,2058077.8,22.92,10派2.419,03-30
696,601918,新集能源,0.01,-90.32,,0.48,,2213.36,-90.84,,03-30
697,000677,恒天海龙,0.0,-57.69,,0.71,,193.17,-57.28,,03-30
698,002482,广田集团,0.42,61.54,,10.1,,64670.77,60.58,10派0.5,03-30
699,600663,陆家嘴,0.93,18.16,,22.19,,312991.77,18.17,10派4.66,03-30
700,600707,彩虹股份,0.05,-113.51,,1.33,,5968.72,-121.9,,03-30
701,600754,锦江股份,0.92,15.09,,6.88,,88175.85,26.95,10派5.6,03-30
702,603656,泰禾光电,0.88,-40.14,,12.53,,8745.92,4.54,,03-30
703,603721,中广天择,0.76,43.4,,15.45,,6374.88,59.16,,03-30
704,600218,全柴动力,0.17,-34.62,,3.24,,6148.18,-35.21,10派0.5,03-30
705,600283,钱江水利,0.21,23.53,,4.09,,7259.03,23.14,,03-30
706,601211,国泰君安,1.11,-8.26,14.13,9.05,,988154.47,0.41,10派4,03-30
707,300480,光力科技,0.21,23.53,,6.94,,3842.98,24.33,,03-30
708,300528,幸福蓝海,0.3,-30.23,,5.96,,11246.33,-0.03,10派1,03-30
709,002631,德尔未来,0.13,-55.17,,5.72,,8564.44,-55.17,10派0.2,03-30
710,000875,吉电股份,-0.16,-1897.75,,-4.54,,-33953.39,-2710.81,,03-30
711,300653,正海生物,0.86,13.16,,16.63,,6166.96,35.63,10派5,03-30
712,600735,新华锦,0.2,32.64,,9.3,,7382.24,32.65,10派0.6,03-30
713,603667,五洲新春,0.49,-10.91,,8.42,,9873.49,11.32,10派2.5转3,03-30
714,002880,卫光生物,1.64,-13.23,,18.54,,15474.92,0.99,10派5,03-30
715,002114,罗平锌电,0.17,-45.16,,3.25,,5528.97,-33.32,,03-30
716,600893,航发动力,0.47,2.17,,5.24,,95999.43,7.78,10派1.29,03-30
717,300406,九强生物,0.55,0.0,,19.06,,27315.14,0.55,10派1.5,03-30
718,603096,新经典,1.9,25.0,,19.33,,23232.29,52.94,10派6,03-30
719,000798,中水渔业,0.17,52.15,,6.58,,5425.06,52.15,,03-30
720,603528,多伦科技,0.16,-89.91,,7.48,,10193.06,-66.99,,03-30
721,600744,华银电力,-0.65,-690.91,,-32.47,,-115714.34,-715.42,,03-30
722,002896,中大力德,0.9,15.38,,16.21,,5984.24,27.99,,03-30
723,002166,莱茵生物,0.47,193.75,,21.71,,20593.97,195.62,10派0.5,03-30
724,000011,深物业A,1.05,75.56,,26.64,,62296.27,75.55,10派3,03-30
725,600272,开开实业,0.16,77.78,,7.69,,3873.05,81.9,10派0.5,03-30
726,601018,宁波港,0.2,17.65,2.76,7.51,0.22,267665.4,16.43,10派0.75,03-30
727,600403,大有能源,0.2,-124.39,,7.01,,48039.15,-124.48,10派0.61,03-30
728,601601,中国太保,1.62,21.8,15.17,10.89,9.5,1466200.0,21.61,10派8,03-30
729,600452,涪陵电力,1.42,35.24,,22.32,,22642.38,34.82,10派2送4,03-30
730,601800,中国交建,1.21,24.74,,12.95,,2058077.8,22.92,10派2.419,03-30
731,601918,新集能源,0.01,-90.32,,0.48,,2213.36,-90.84,,03-30
732,000677,恒天海龙,0.0,-57.69,,0.71,,193.17,-57.28,,03-30
733,002482,广田集团,0.42,61.54,,10.1,,64670.77,60.58,10派0.5,03-30
734,600663,陆家嘴,0.93,18.16,,22.19,,312991.77,18.17,10派4.66,03-30
735,600707,彩虹股份,0.05,-113.51,,1.33,,5968.72,-121.9,,03-30
736,600754,锦江股份,0.92,15.09,,6.88,,88175.85,26.95,10派5.6,03-30
737,603656,泰禾光电,0.88,-40.14,,12.53,,8745.92,4.54,,03-30
738,603721,中广天择,0.76,43.4,,15.45,,6374.88,59.16,,03-30
739,600218,全柴动力,0.17,-34.62,,3.24,,6148.18,-35.21,10派0.5,03-30
740,600283,钱江水利,0.21,23.53,,4.09,,7259.03,23.14,,03-30
741,601211,国泰君安,1.11,-8.26,14.13,9.05,,988154.47,0.41,10派4,03-30
742,300480,光力科技,0.21,23.53,,6.94,,3842.98,24.33,,03-30
743,300528,幸福蓝海,0.3,-30.23,,5.96,,11246.33,-0.03,10派1,03-30
744,002631,德尔未来,0.13,-55.17,,5.72,,8564.44,-55.17,10派0.2,03-30
745,000875,吉电股份,-0.16,-1897.75,,-4.54,,-33953.39,-2710.81,,03-30
746,300653,正海生物,0.86,13.16,,16.63,,6166.96,35.63,10派5,03-30
747,600735,新华锦,0.2,32.64,,9.3,,7382.24,32.65,10派0.6,03-30
748,603667,五洲新春,0.49,-10.91,,8.42,,9873.49,11.32,10派2.5转3,03-30
749,002880,卫光生物,1.64,-13.23,,18.54,,15474.92,0.99,,03-30
750,002114,罗平锌电,0.17,-45.16,,3.25,,5528.97,-33.32,,03-30
751,600893,航发动力,0.47,2.17,,5.24,,95999.43,7.78,10派1.29,03-30
752,300406,九强生物,0.55,0.0,,19.06,,27315.14,0.55,10派1.5,03-30
753,603096,新经典,1.9,25.0,,19.33,,23232.29,52.94,,03-30
754,000798,中水渔业,0.17,52.15,,6.58,,5425.06,52.15,,03-30
755,603186,华正新材,0.72,-17.24,,16.18,,9359.78,10.38,10派1.5,03-30
756,603309,维力医疗,0.32,-20.0,,7.38,,6455.71,-18.54,10派1.5,03-30
757,600775,南京熊猫,0.12,-9.96,,3.2,,10738.21,-9.94,10派0.7,03-30
758,603698,航天工程,0.47,17.5,,7.96,,19249.41,17.47,10派1.41,03-30
759,600163,中闽能源,0.15,45.28,,9.26,,15347.63,45.5,,03-30
760,000006,深振业A,0.6,3.49,,15.24,,80563.64,3.47,10派1.81,03-30
761,002241,歌尔股份,0.68,-37.04,,16.58,,213922.62,29.53,10派1,03-30
762,601016,节能风电,0.1,5.49,,6.15,,39902.87,111.58,10派0.44,03-30
763,300328,宜安科技,0.08,5.4,,4.4,,3276.16,6.76,10派0.3,03-30
764,002480,新筑股份,0.02,-33.45,,0.54,,1245.64,-33.4,10派0.2,03-30
765,603042,华脉科技,0.6,-26.66,,10.56,,7354.58,-12.4,,03-30
766,000852,石化机械,0.02,-101.13,,0.54,,941.38,-101.14,,03-30
767,600692,亚通股份,0.18,35.52,,9.59,,6389.09,35.59,,03-30
768,603398,邦宝益智,0.29,-23.68,,10.32,,6205.31,5.97,,03-29
769,002771,真视通,0.43,-50.0,,11.23,,6928.15,0.36,10派1.5,03-29
770,002910,庄园牧场,0.46,-14.81,,8.0,,6835.19,-9.96,,03-29
771,600962,国投中鲁,0.03,832.35,,1.01,,831.59,824.01,,03-29
772,002410,广联达,0.42,11.94,,15.77,,47224.42,11.62,10派2.5,03-29
773,601828,美凯龙,1.13,20.21,,10.48,,407789.77,20.04,10派3.2,03-29
774,600223,鲁商置业,0.11,22.22,,4.62,,10536.12,14.06,,03-29
775,000029,深深房A,0.18,-40.62,,6.76,,18498.85,-40.63,,03-29
776,002230,科大讯飞,0.33,-10.81,,5.74,,43467.6,-10.27,10派1转5,03-29
777,000553,沙隆达A,0.66,-626.4,,9.05,,154587.9,-2175.28,10派0.63,03-29
778,600604,市北高新,0.12,-36.84,,4.0,,23147.51,50.83,10派0.12,03-29
779,002039,黔源电力,1.05,147.17,,14.39,,32034.99,147.16,10派3,03-29
780,000338,潍柴动力,0.85,39.34,,20.25,,680834.25,178.89,10派2.5,03-29
781,600458,时代新材,0.09,-70.0,,1.41,,6922.39,-71.39,10派0.5,03-29
782,601811,新华文轩,0.75,36.36,,11.29,,92384.45,42.69,10派3,03-29
783,600495,晋西车轴,0.01,-50.0,,0.54,,1680.8,-37.62,10派0.1,03-29
784,601636,旗滨集团,0.45,33.58,,17.49,,114264.83,36.83,,03-29
785,300349,金卡智能,1.48,208.33,,12.2,,34814.21,297.38,,03-29
786,603839,安正时尚,1.0,-9.09,,11.95,,27307.33,15.69,,03-29
787,600362,江西铜业,0.46,100.0,,3.39,,160410.78,103.69,10派2,03-29
788,600392,盛和资源,0.26,-856.16,,8.36,,33654.69,-1124.42,10派0.3转3,03-29
789,603929,亚翔集成,0.6,-41.75,,13.69,,12832.91,-22.34,,03-29
790,000014,沙河股份,0.04,-73.34,,1.03,,763.03,-73.32,10派0.1,03-29
791,600273,嘉化能源,0.7,22.81,,19.28,,96852.91,30.8,10派2,03-29
792,300378,鼎捷软件,0.23,43.75,,5.13,,6110.01,48.73,,03-29
793,600521,华海药业,0.62,26.53,,13.81,,63924.67,27.64,10派2转2,03-29
794,002178,延华智能,0.03,-50.0,,2.17,,2520.32,-43.32,,03-29
795,300346,南大光电,0.21,348.61,,2.82,,3383.91,348.28,,03-29
796,600650,锦江投资,0.45,4.42,,7.48,,24746.24,4.41,10派2.5,03-29
797,600716,凤凰股份,-0.16,-388.6,,-4.54,,-15401.37,-393.73,,03-29
798,000034,神州数码,1.11,64.97,,24.1,,72292.47,79.03,10派0.38,03-29
799,300205,天喻信息,0.05,13.64,,1.94,,2259.69,13.84,10派0.3,03-29
800,601555,东吴证券,0.26,-48.0,,3.85,,78812.28,-47.4,10派1.5,03-29
801,601688,华泰证券,1.3,47.94,,10.56,,927652.04,47.94,,03-29
802,002401,中远海科,0.25,28.33,,7.95,,7595.1,28.32,10派0.5,03-29
803,300548,博创科技,0.97,-3.96,,13.64,,7980.03,17.52,,03-29
804,600790,轻纺城,0.36,5.88,,7.71,,38059.14,7.29,10派1.1转4,03-29
805,603166,福达股份,0.23,35.29,,6.48,,13609.46,34.57,,03-29
806,600109,国金证券,0.4,-7.46,,6.62,,120143.25,-7.49,10派0.5,03-29
807,600835,上海机电,1.36,-4.23,,14.56,,139033.05,-4.05,10派4.8,03-29
808,300117,嘉寓股份,0.09,-18.18,,4.42,,6374.03,-16.43,10派0.1,03-29
809,000555,神州信息,0.31,19.11,,6.38,,30264.23,25.06,10派0.32,03-29
810,002392,北京利尔,0.14,10.15,,5.25,,16222.05,9.97,10派0.15,03-29
811,601881,中国银河,0.39,-27.78,,6.33,,398073.04,-22.76,10派1.2,03-29
812,300579,数字认证,1.05,5.0,,16.29,,8424.55,40.5,10派3转5,03-29
813,600026,中远海能,0.44,-8.12,,6.38,,176633.92,-8.12,10派0.5,03-29
814,300036,超图软件,0.44,-24.14,,11.49,,19626.6,53.99,10派0.88,03-29
