,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
815,000045,深纺织A,0.1,-158.82,,2.23,,5277.61,-160.47,,03-29
816,000159,国际实业,-0.14,-288.25,,-3.09,,-6630.53,-288.27,,03-29
817,601333,广深铁路,0.14,-12.5,,3.59,,101536.1,-12.34,10派0.8,03-29
818,002400,省广集团,-0.11,-122.0,,-3.65,,-18410.58,-130.12,,03-29
819,600488,天药股份,0.12,80.3,,4.46,,12980.83,103.44,10派0.36,03-29
820,000719,中原传媒,0.68,3.03,,9.97,,69322.21,2.99,10派1.8,03-29
821,603398,邦宝益智,0.29,-23.68,,10.32,,6205.31,5.97,,03-29
822,002771,真视通,0.43,-50.0,,11.23,,6928.15,0.36,10派1.5,03-29
823,002910,庄园牧场,0.46,-14.81,,8.0,,6835.19,-9.96,,03-29
824,600962,国投中鲁,0.03,832.35,,1.01,,831.59,824.01,,03-29
825,002410,广联达,0.42,11.94,,15.77,,47224.42,11.62,10派2.5,03-29
826,601828,美凯龙,1.13,20.21,,10.48,,407789.77,20.04,,03-29
827,600223,鲁商置业,0.11,22.22,,4.62,,10536.12,14.06,,03-29
828,000029,深深房A,0.18,-40.62,,6.76,,18498.85,-40.63,,03-29
829,002230,科大讯飞,0.33,-10.81,,5.74,,43467.6,-10.27,10派1转5,03-29
830,000553,沙隆达A,0.66,-626.4,,9.05,,154587.9,-2175.28,10派0.63,03-29
831,600604,市北高新,0.12,-36.84,,4.0,,23147.51,50.83,10派0.12,03-29
832,002039,黔源电力,1.05,147.17,,14.39,,32034.99,147.16,10派3,03-29
833,600116,三峡水利,0.35,52.17,,13.25,,34338.69,48.45,10派1.1,03-29
834,300242,明家联合,0.3,3.45,,8.69,,19306.59,5.97,,03-29
835,601766,中国中车,0.38,-7.32,4.24,9.14,,1079855.6,-4.4,10派1.5,03-29
836,600725,ST云维,0.01,-99.73,,3.82,,818.13,-99.47,,03-29
837,600251,冠农股份,0.11,221.66,,4.42,,8507.35,221.54,10派0.35,03-29
838,600279,重庆港九,0.7,536.36,,13.89,,48328.12,515.96,10派2.1,03-29
839,601818,光大银行,0.64,1.59,5.24,12.75,-2.72,3154500.0,4.01,10派1.81,03-29
840,300205,天喻信息,0.05,13.64,,1.94,,2259.69,13.84,10派0.3,03-29
841,601555,东吴证券,0.26,-48.0,,3.85,,78812.28,-47.4,10派1.5,03-29
842,601688,华泰证券,1.3,47.94,,10.56,,927652.04,47.94,,03-29
843,600650,锦江投资,0.45,4.42,,7.48,,24746.24,4.41,10派2.5,03-29
844,600716,凤凰股份,-0.16,-388.6,,-4.54,,-15401.37,-393.73,,03-29
845,002401,中远海科,0.25,28.33,,7.95,,7595.1,28.32,10派0.5,03-29
846,300548,博创科技,0.97,-3.96,,13.64,,7980.03,17.52,10派2,03-29
847,603166,福达股份,0.23,35.29,,6.48,,13609.46,34.57,10派2,03-29
848,600790,轻纺城,0.36,5.88,,7.71,,38059.14,7.29,10派1.1转4,03-29
849,002424,贵州百灵,0.37,8.82,,16.79,,52613.74,9.08,10派0.8,03-28
850,600579,天华院,-0.11,-650.0,,-3.98,,-4693.77,-847.43,,03-28
851,300569,天能重工,0.64,-76.11,,5.81,,9558.28,-44.22,,03-28
852,002695,煌上煌,0.28,56.67,,8.52,,14090.41,59.76,10派0.7,03-28
853,600018,上港集团,0.5,66.27,,17.92,,1153619.16,66.25,10派1.72,03-28
854,600400,红豆股份,0.34,209.09,,14.18,,60803.74,281.41,10派2转4,03-28
855,000615,京汉股份,0.4,185.71,,16.85,,30922.45,183.06,10派0.5,03-28
856,600519,贵州茅台,21.56,61.98,,32.95,,2707936.03,61.97,10派109.99,03-28
857,300421,力星股份,0.57,27.24,,6.37,,7397.34,27.24,10派2.7,03-28
858,002615,哈尔斯,0.27,-38.64,,14.05,,10980.11,-7.84,10派2,03-28
859,600528,中铁工业,0.63,447.83,,10.19,,133938.59,697.9,10派1.9,03-28
860,000728,国元证券,0.4,-44.44,,5.57,,120374.61,-14.35,10派1.5,03-28
861,300009,安科生物,0.39,5.95,,19.02,,27774.26,40.77,10派1.5转4,03-28
862,600292,远达环保,0.14,-26.32,,2.23,,10867.74,-28.3,10派0.55,03-28
863,601111,中国国航,0.54,-1.82,,8.96,,724031.2,6.26,10派1.1497,03-28
864,600386,北巴传媒,0.13,-55.17,,5.74,,10285.68,-12.64,10派1,03-28
865,000600,建投能源,0.09,-88.41,,1.54,,16838.83,-88.41,10派0.8,03-28
866,002465,海格通信,0.13,-48.0,,3.89,,29328.42,-44.68,10派0.8,03-28
867,002596,海南瑞泽,0.18,-18.18,,7.83,,17620.44,150.94,10派0.2,03-28
868,603180,金牌厨柜,2.78,44.79,,27.78,,16674.82,73.29,,03-28
869,603367,辰欣药业,0.97,38.57,,13.32,,36722.19,48.74,10派1.6,03-28
870,603665,康隆达,0.77,-38.4,,9.38,,7225.14,-22.94,10派1.5,03-28
871,300127,银河磁体,0.6,62.16,,16.87,,19296.54,63.13,10派4.5,03-28
872,000429,粤高速A,0.72,38.46,,17.69,,150992.24,50.81,10派5.06,03-28
873,002339,积成电子,0.19,-9.52,,4.47,,7152.89,-9.44,10派0.4,03-28
874,300507,苏奥传感,0.84,-46.84,,12.25,,10113.26,4.99,10派1.7,03-28
875,002660,茂硕电源,0.05,-600.0,,1.51,,1306.5,-830.65,,03-28
876,603322,超讯通信,0.27,-38.64,,4.42,,2137.93,-29.42,,03-28
877,600742,一汽富维,1.11,9.9,,10.57,,46771.11,9.47,10派5送2,03-28
878,300708,聚灿光电,0.54,71.97,,20.41,,11002.55,81.53,,03-28
879,603768,常青股份,0.67,-30.93,,9.1,,12723.1,-14.24,,03-28
880,603866,桃李面包,1.14,17.53,,22.36,,51328.09,17.85,,03-28
881,600871,*ST油服,-0.75,-34.33,,,,-1058254.1,-34.33,,03-28
882,300339,润和软件,0.35,-58.82,,6.93,,24941.12,-17.84,10派1,03-28
883,601939,建设银行,0.96,4.35,6.86,14.8,0.32,24226400.0,4.67,10派2.91,03-28
884,300429,强力新材,0.49,6.68,,12.52,,12659.09,9.12,10派1,03-28
885,000727,华东科技,0.0,-50.0,,0.11,,1164.62,-50.65,,03-28
886,603067,振华股份,0.46,2.22,,9.26,,10012.84,25.69,10派1.38转4,03-28
887,002090,金智科技,0.65,37.99,,12.62,,15348.34,40.57,10派1.5,03-28
888,603936,博敏电子,0.39,22.26,,6.78,,6524.07,22.19,,03-28
889,601002,晋亿实业,0.19,111.11,,6.16,,14759.26,107.32,10派1,03-28
890,000517,荣安地产,0.17,263.68,,13.72,,54175.58,263.75,10派0.2,03-28
891,601500,通用股份,0.2,-31.03,,5.76,,14749.93,-13.4,10派0.8,03-28
892,000635,英力特,0.31,-13.89,,3.17,,9331.3,-15.01,,03-28
893,600540,新赛股份,0.02,-102.35,,1.79,,1110.02,-102.34,,03-28
894,300647,超频三,0.31,-47.46,,7.82,,3353.06,-36.51,,03-28
895,600260,凯乐科技,1.08,295.17,,19.25,,73958.29,305.85,10派1,03-28
896,000039,中集集团,0.81,478.57,10.88,8.0,1.43,250924.2,364.97,10派2.7,03-28
897,300373,扬杰科技,0.57,21.28,,12.5,,26655.69,32.08,10派1.24,03-28
898,002658,雪迪龙,0.36,12.5,,11.95,,21478.82,10.77,10派0.72,03-28
899,600657,信达地产,0.66,13.79,,10.72,,101128.77,14.79,10派1.2,03-28
900,002225,濮耐股份,0.03,-114.29,,0.93,,2218.85,-112.0,,03-28
901,300144,宋城演艺,0.73,17.74,,15.6,,106761.21,18.32,10派1.2,03-28
902,002383,合众思壮,0.33,-28.94,,6.7,,24192.67,150.83,10派0.5,03-28
903,002414,高德红外,0.09,-19.93,,1.79,,5844.48,-17.52,10派0.15,03-28
904,002493,荣盛石化,0.52,-31.58,,14.09,,200123.85,4.19,10派1.2转5,03-28
905,603025,大豪科技,0.88,66.04,,24.94,,39651.3,66.07,10派10转4,03-28
906,300569,天能重工,0.64,-76.11,,5.81,,9558.28,-44.22,,03-28
907,002695,煌上煌,0.28,56.67,,8.52,,14090.41,59.76,10派0.7,03-28
908,600018,上港集团,0.5,66.27,,17.92,,1153619.16,66.25,10派1.72,03-28
909,002424,贵州百灵,0.37,8.82,,16.79,,52613.74,9.08,10派0.8,03-28
910,600579,天华院,-0.11,-650.0,,-3.98,,-4693.77,-847.43,,03-28
911,600400,红豆股份,0.34,209.09,,14.18,,60803.74,281.41,10派2转4,03-28
912,000615,京汉股份,0.4,185.71,,16.85,,30922.45,183.06,10派0.5,03-28
913,600519,贵州茅台,21.56,61.98,,32.95,,2707936.03,61.97,10派109.99,03-28
914,300421,力星股份,0.57,27.24,,6.37,,7397.34,27.24,10派2.7,03-28
915,002615,哈尔斯,0.27,-38.64,,14.05,,10980.11,-7.84,10派2,03-28
916,300009,安科生物,0.39,5.95,,19.02,,27774.26,40.77,10派1.5转4,03-28
917,600528,中铁工业,0.63,447.83,,10.19,,133938.59,697.9,10派1.9,03-28
918,000728,国元证券,0.4,-44.44,,5.57,,120374.61,-14.35,10派1.5,03-28
919,603367,辰欣药业,0.97,38.57,,13.32,,36722.19,48.74,10派1.6,03-28
920,603665,康隆达,0.77,-38.4,,9.38,,7225.14,-22.94,10派1.5,03-28
921,600292,远达环保,0.14,-26.32,,2.23,,10867.74,-28.3,10派0.55,03-28
922,601111,中国国航,0.54,-1.82,,8.96,,724031.2,6.26,10派1.1497,03-28
923,600386,北巴传媒,0.13,-55.17,,5.74,,10285.68,-12.64,10派1,03-28
924,000600,建投能源,0.09,-88.41,,1.54,,16838.83,-88.41,10派0.8,03-28
925,002465,海格通信,0.13,-48.0,,3.89,,29328.42,-44.68,10派0.8,03-28
926,002596,海南瑞泽,0.18,-18.18,,7.83,,17620.44,150.94,10派0.2,03-28
927,603180,金牌厨柜,2.78,44.79,,27.78,,16674.82,73.29,10派8,03-28
928,002660,茂硕电源,0.05,-600.0,,1.51,,1306.5,-830.65,,03-28
929,603322,超讯通信,0.27,-38.64,,4.42,,2137.93,-29.42,,03-28
930,600742,一汽富维,1.11,9.9,,10.57,,46771.11,9.47,10派5送2,03-28
931,300708,聚灿光电,0.54,71.97,,20.41,,11002.55,81.53,10派0.6,03-28
932,603768,常青股份,0.67,-30.93,,9.1,,12723.1,-14.24,,03-28
933,603866,桃李面包,1.14,17.53,,22.36,,51328.09,17.85,10派8,03-28
934,600871,*ST油服,-0.75,-34.33,,,,-1058254.1,-34.33,,03-28
935,300127,银河磁体,0.6,62.16,,16.87,,19296.54,63.13,10派4.5,03-28
936,000429,粤高速A,0.72,38.46,,17.69,,150992.24,50.81,10派5.06,03-28
937,002339,积成电子,0.19,-9.52,,4.47,,7152.89,-9.44,10派0.4,03-28
938,300507,苏奥传感,0.84,-46.84,,12.25,,10113.26,4.99,10派1.7,03-28
939,002090,金智科技,0.65,37.99,,12.62,,15348.34,40.57,10派1.5,03-28
940,603936,博敏电子,0.39,22.26,,6.78,,6524.07,22.19,,03-28
941,300339,润和软件,0.35,-58.82,,6.93,,24941.12,-17.84,10派1,03-28
942,601939,建设银行,0.96,4.35,6.86,14.8,0.32,24226400.0,4.67,10派2.91,03-28
943,300429,强力新材,0.49,6.68,,12.52,,12659.09,9.12,10派1,03-28
944,000727,华东科技,0.0,-50.0,,0.11,,1164.62,-50.65,,03-28
945,603067,振华股份,0.46,2.22,,9.26,,10012.84,25.69,10派1.38转4,03-28
946,300647,超频三,0.31,-47.46,,7.82,,3353.06,-36.51,,03-28
947,600260,凯乐科技,1.08,295.17,,19.25,,73958.29,305.85,10派1,03-28
948,601002,晋亿实业,0.19,111.11,,6.16,,14759.26,107.32,10派1,03-28
949,000517,荣安地产,0.17,263.68,,13.72,,54175.58,263.75,10派0.2,03-28
950,601500,通用股份,0.2,-31.03,,5.76,,14749.93,-13.4,10派0.8,03-28
951,000635,英力特,0.31,-13.89,,3.17,,9331.3,-15.01,,03-28
952,600540,新赛股份,0.02,-102.35,,1.79,,1110.02,-102.34,,03-28
953,000930,中粮生化,0.25,86.72,,14.11,,23730.72,86.74,,03-27
954,600269,赣粤高速,0.42,-4.55,,6.86,,98222.58,-5.33,10派1.7,03-27
955,601579,会稽山,0.37,12.12,,6.14,,18194.85,28.62,10派1.1,03-27
956,603038,华立股份,1.39,-29.8,,10.32,,9090.08,-8.17,,03-27
957,600029,南方航空,0.6,17.65,,12.84,,591400.0,16.99,10派1,03-27
958,600748,上实发展,0.47,46.88,,9.17,,87233.71,47.39,10派0.48,03-27
959,002902,铭普光磁,0.71,-17.44,,11.77,,8035.78,-11.36,,03-27
960,000552,靖远煤电,0.24,149.23,,8.4,,55221.1,149.06,10派1,03-27
961,000738,航发控制,0.19,4.22,,4.33,,21764.0,4.21,10派0.35,03-27
962,002595,豪迈科技,0.84,-6.13,,18.44,,67582.79,-5.83,10派3.75,03-27
963,000930,中粮生化,0.25,86.72,,14.11,,23730.72,86.74,,03-27
964,600269,赣粤高速,0.42,-4.55,,6.86,,98222.58,-5.33,10派1.7,03-27
965,601579,会稽山,0.37,12.12,,6.14,,18194.85,28.62,10派1.1,03-27
966,603038,华立股份,1.39,-29.8,,10.32,,9090.08,-8.17,,03-27
967,600029,南方航空,0.6,17.65,,12.84,,591400.0,16.99,10派1,03-27
968,600748,上实发展,0.47,46.88,,9.17,,87233.71,47.39,10派0.48,03-27
969,002902,铭普光磁,0.71,-17.44,,11.77,,8035.78,-11.36,,03-27
970,300138,晨光生物,0.39,10.06,,9.13,,14282.98,54.45,10派0.8转4,03-27
971,600565,迪马股份,0.28,-15.15,,9.91,,66941.79,-13.82,10派0.9,03-27
972,600731,湖南海利,0.13,196.28,,5.29,,4168.77,194.51,,03-27
973,002875,安奈儿,0.77,-26.67,,11.38,,6886.98,-12.95,,03-27
974,603726,朗迪集团,1.2,55.84,,14.52,,11337.95,68.83,,03-27
975,600886,国投电力,0.48,-17.47,,10.91,,323230.0,-17.47,10派1.667,03-27
976,002228,合兴包装,0.15,50.0,,8.93,,15390.37,49.51,10派0.5,03-27
977,600287,江苏舜天,0.19,76.39,,4.35,,8289.13,76.38,10派0.8,03-27
978,002461,珠江啤酒,0.18,5.88,,2.59,,18536.39,62.75,10派1转10,03-27
979,300532,今天国际,0.61,-21.79,,12.44,,9320.48,70.58,10派3转8,03-27
980,600158,中体产业,0.07,-4.7,,3.62,,5811.48,-4.75,10派0.22,03-27
981,600196,复星医药,1.27,4.96,,13.02,,312449.95,11.36,10派3.8,03-27
982,300027,华谊兄弟,0.3,3.45,,8.79,,82828.39,2.49,10派0.3,03-27
983,603916,苏博特,0.57,-1.72,,10.87,,13378.89,0.64,,03-27
984,300068,南都电源,0.47,-2.08,,6.38,,38088.66,15.65,10派2,03-27
985,300240,飞力达,0.2,11.11,,6.89,,7163.48,8.33,,03-27
986,600435,北方导航,0.03,0.0,,2.27,,4728.26,10.22,10派0.25,03-27
987,600478,科力远,0.02,-110.53,,1.59,,2201.56,-110.4,,03-27
988,000895,双汇发展,1.31,-1.91,,31.4,,431929.99,-1.95,10派11,03-27
989,300185,通裕重工,0.07,40.0,,4.25,,21351.8,28.46,10派0.4,03-27
990,300586,美联新材,0.57,-13.64,,9.63,,5456.92,15.33,,03-27
991,000919,金陵药业,0.27,-23.87,,5.34,,13712.65,-23.88,10派1.7,03-27
992,603899,晨光文具,0.69,28.63,,24.45,,63404.1,28.63,10派2.5,03-27
993,002139,拓邦股份,0.32,-8.57,,11.5,,21001.93,45.55,10派1转5,03-27
994,002417,深南股份,0.03,-107.69,,2.22,,767.18,-107.28,,03-27
995,000631,顺发恒业,0.31,93.75,,13.17,,76504.03,108.85,10派3.1,03-27
996,600535,天士力,1.27,16.51,,15.24,,137654.22,17.01,10派4转4,03-27
997,300655,晶瑞股份,0.46,-10.64,,9.63,,3617.65,6.72,,03-27
998,002007,华兰生物,0.88,5.18,,18.48,,82082.35,5.19,10派3,03-27
999,002186,全聚德,0.44,-2.56,,9.27,,13599.6,-2.57,10派2.6,03-27
1000,600267,海正药业,0.01,-110.0,,0.2,,1356.62,-114.37,10派0.5,03-27
1001,000099,中信海直,0.15,7.14,,3.15,,9098.33,5.88,10派0.15,03-27
1002,300322,硕贝德,0.14,-12.5,,9.55,,5777.98,-13.96,10派0.3,03-27
1003,600608,ST沪科,0.19,-371.43,,346.0,,6232.12,-361.89,,03-27
1004,600027,华电国际,0.04,-87.02,,1.02,,43012.7,-87.14,10派0.18,03-27
1005,300037,新宙邦,0.75,-46.04,,12.45,,28005.38,9.43,10派2,03-27
1006,000049,德赛电池,1.46,17.72,,23.63,,30053.56,17.72,10派2.5,03-27
1007,600306,商业城,0.46,-25.57,,76.21,,8240.33,-25.57,,03-27
1008,002616,长青集团,0.12,-73.62,,4.3,,8758.04,-46.31,,03-27
1009,603898,好莱客,1.15,33.72,,22.45,,34799.84,37.95,10派3.26,03-27
1010,000402,金融街,1.01,7.45,,10.56,,300641.23,7.2,10派3,03-27
1011,600419,天润乳业,0.96,26.32,,12.59,,9912.65,26.64,10派2.9转10,03-27
1012,300309,吉艾科技,0.44,-144.44,,13.89,,21226.47,-148.32,,03-27
1013,000731,四川美丰,0.26,-162.15,,6.12,,15560.33,-162.15,10派0.8,03-27
1014,600570,恒生电子,0.76,2433.33,,17.54,,47121.9,2476.18,10派2.9,03-27
1015,600597,光明乳业,0.5,8.7,,11.92,,61723.96,9.6,10派1.6,03-27
1016,600798,宁波海运,0.14,68.49,,5.37,,14883.06,68.42,10派0.5,03-27
1017,002185,华天科技,0.23,-36.66,,9.67,,49517.0,26.67,10派0.2,03-27
1018,000096,广聚能源,0.28,-49.09,,6.46,,15019.4,-48.72,10派0.2,03-27
1019,002265,西仪股份,0.06,200.0,,2.05,,1967.92,180.63,,03-27
1020,600196,复星医药,1.27,4.96,,13.02,,312449.95,11.36,10派3.8,03-27
1021,300027,华谊兄弟,0.3,3.45,,8.79,,82828.39,2.49,10派0.3,03-27
1022,603916,苏博特,0.57,-1.72,,10.87,,13378.89,0.64,,03-27
1023,300068,南都电源,0.47,-2.08,,6.38,,38088.66,15.65,10派2,03-27
1024,300185,通裕重工,0.07,40.0,,4.25,,21351.8,28.46,10派0.4,03-27
1025,300586,美联新材,0.57,-13.64,,9.63,,5456.92,15.33,,03-27
1026,002417,深南股份,0.03,-107.69,,2.22,,767.18,-107.28,,03-27
1027,000631,顺发恒业,0.31,93.75,,13.17,,76504.03,108.85,10派3.1,03-27
1028,600535,天士力,1.27,16.51,,15.24,,137654.22,17.01,10派4转4,03-27
1029,000919,金陵药业,0.27,-23.87,,5.34,,13712.65,-23.88,10派1.7,03-27
1030,603899,晨光文具,0.69,28.63,,24.45,,63404.1,28.63,,03-27
1031,002139,拓邦股份,0.32,-8.57,,11.5,,21001.93,45.55,10派1转5,03-27
1032,000099,中信海直,0.15,7.14,,3.15,,9098.33,5.88,10派0.15,03-27
1033,300322,硕贝德,0.14,-12.5,,9.55,,5777.98,-13.96,10派0.3,03-27
1034,600608,ST沪科,0.19,-371.43,,346.0,,6232.12,-361.89,,03-27
1035,300655,晶瑞股份,0.46,-10.64,,9.63,,3617.65,6.72,,03-27
1036,002007,华兰生物,0.88,5.18,,18.48,,82082.35,5.19,10派3,03-27
1037,002186,全聚德,0.44,-2.56,,9.27,,13599.6,-2.57,10派2.6,03-27
1038,600267,海正药业,0.01,-110.0,,0.2,,1356.62,-114.37,10派0.5,03-27
1039,000049,德赛电池,1.46,17.72,,23.63,,30053.56,17.72,10派2.5,03-27
1040,600306,商业城,0.46,-25.57,,76.21,,8240.33,-25.57,,03-27
1041,002616,长青集团,0.12,-73.62,,4.3,,8758.04,-46.31,,03-27
1042,600027,华电国际,0.04,-87.02,,1.02,,43012.7,-87.14,10派0.18,03-27
1043,300037,新宙邦,0.75,-46.04,,12.45,,28005.38,9.43,10派2,03-27
1044,000402,金融街,1.01,7.45,,10.56,,300641.23,7.2,10派3,03-27
1045,600419,天润乳业,0.96,26.32,,12.59,,9912.65,26.64,10派2.9转10,03-27
1046,300309,吉艾科技,0.44,-144.44,,13.89,,21226.47,-148.32,,03-27
1047,000731,四川美丰,0.26,-162.15,,6.12,,15560.33,-162.15,10派0.8,03-27
1048,600570,恒生电子,0.76,2433.33,,17.54,,47121.9,2476.18,10派2.9,03-27
1049,600597,光明乳业,0.5,8.7,,11.92,,61723.96,9.6,10派1.6,03-27
1050,603898,好莱客,1.15,33.72,,22.45,,34799.84,37.95,,03-27
1051,000756,新华制药,0.45,66.67,,9.7,,20959.19,71.42,10派0.5转3,03-26
1052,600377,宁沪高速,0.71,7.23,,16.06,,358786.19,7.23,10派4.4,03-26
1053,300237,美晨生态,0.76,38.18,,20.85,,60948.47,36.46,10派0.8转8,03-26
1054,002547,春兴精工,-0.32,-300.0,,-12.85,,-35914.06,-319.72,,03-26
1055,300173,智慧松德,0.11,-15.38,,4.04,,6718.4,-9.7,10派0.3,03-26
1056,603039,泛微网络,1.33,2.31,,16.44,,8697.06,33.35,,03-26
1057,600877,ST嘉陵,0.44,-197.99,,170.19,,30155.12,-197.97,,03-26
1058,603179,新泉股份,1.65,73.68,,22.52,,25016.53,120.07,,03-26
1059,600888,新疆众和,0.14,136.05,,3.65,,12060.13,206.97,10派0.5,03-26
1060,002703,浙江世宝,0.04,-79.4,,2.21,,3265.61,-48.56,,03-26
1061,601608,中信重工,0.01,-102.7,,0.44,,3132.2,-101.98,10派0.062,03-26
1062,300381,溢多利,0.2,-33.19,,4.19,,8042.43,-29.18,10派0.4,03-26
1063,002768,国恩股份,0.85,54.55,,22.23,,20306.43,55.11,,03-26
1064,600012,皖通高速,0.66,16.94,,12.12,,109134.31,16.94,10派2.3,03-26
1065,300701,森霸股份,0.92,17.95,,25.3,,6005.22,28.2,,03-26
1066,600801,华新水泥,1.39,363.33,,18.98,,207764.06,359.72,10派2.8,03-26
1067,600028,中国石化,0.42,10.18,6.01,7.14,1.58,5111900.0,10.13,10派4,03-26
1068,600192,长城电工,0.04,-25.74,,0.85,,1658.31,-25.69,10派0.06,03-26
1069,600206,有研新材,0.05,-16.67,,1.54,,4356.15,-9.05,,03-26
1070,603939,益丰药房,0.86,30.32,,10.23,,31350.36,40.03,10派3,03-26
1071,002232,启明信息,0.13,16.35,,5.03,,5317.93,16.32,10派0.5,03-24
1072,002466,天齐锂业,1.94,25.97,,35.71,,214503.88,41.86,10派2,03-24
1073,600548,深高速,0.65,22.01,,10.88,,142640.28,21.98,10派3,03-24
1074,002839,张家港行,0.43,2.38,,9.43,,76310.23,10.68,10派1,03-24
1075,600266,北京城建,0.93,1.09,,7.48,,145610.78,0.87,10派2.8,03-24
1076,601158,重庆水务,0.43,95.45,,15.09,,206691.88,93.51,10派3,03-24
1077,002372,伟星新材,0.83,-5.68,,28.19,,82128.57,22.45,10派6转3,03-24
1078,600449,宁夏建材,0.71,488.72,,7.72,,33730.5,485.09,10派2.2,03-24
1079,000666,经纬纺机,1.7,120.78,,16.59,,120020.51,120.4,10派2.1,03-24
1080,603508,思维列控,0.82,-29.91,,5.26,,13110.08,-29.86,10派3.125,03-24
1081,600233,圆通速递,0.51,-10.35,,16.56,,144269.33,5.16,10派1.1,03-24
1082,600268,国电南自,0.06,20.0,,1.97,,3743.38,18.79,10派0.3,03-24
1083,000905,厦门港务,0.2,-48.72,,4.13,,10865.62,-47.41,10派0.2,03-24
